17 34
11 11

35 70
23 23

53 106
35 35

71 142
47 47

89 178
59 59

107 214
71 71

125 250
83 83

143 286
95 95

161 322
107 107

179 358
119 119

197 394
131 131

215 430
143 143

233 466
155 155

251 502
167 167

269 538
179 179

287 574
191 191

305 610
203 203

323 646
215 215

341 682
227 227

359 718
239 239

377 754
251 251

395 790
263 263

413 826
275 275

431 862
287 287

449 898
299 299

467 934
311 311

485 970
323 323

503 1006
335 335

521 1042
347 347

539 1078
359 359

557 1114
371 371

575 1150
383 383

593 1186
395 395

611 1222
407 407

629 1258
419 419

647 1294
431 431

665 1330
443 443

683 1366
455 455

701 1402
467 467

719 1438
479 479

737 1474
491 491

755 1510
503 503

773 1546
515 515

791 1582
527 527

809 1618
539 539

827 1654
551 551

845 1690
563 563

863 1726
575 575

881 1762
587 587

899 1798
599 599

917 1834
611 611

935 1870
623 623

953 1906
635 635

971 1942
647 647

989 1978
659 659

1007 2014
671 671

1025 2050
683 683

1043 2086
695 695

1061 2122
707 707

1079 2158
719 719

1097 2194
731 731

1115 2230
743 743

1133 2266
755 755

1151 2302
767 767

1169 2338
779 779

1187 2374
791 791

1205 2410
803 803

1223 2446
815 815

1241 2482
827 827

1259 2518
839 839

1277 2554
851 851

1295 2590
863 863

1313 2626
875 875

1331 2662
887 887

1349 2698
899 899

1367 2734
911 911

1385 2770
923 923

1403 2806
935 935

1421 2842
947 947

1439 2878
959 959

1457 2914
971 971

1475 2950
983 983

1493 2986
995 995

1511 3022
1007 1007

1529 3058
1019 1019

1547 3094
1031 1031

1565 3130
1043 1043

1583 3166
1055 1055

1601 3202
1067 1067

1619 3238
1079 1079

1637 3274
1091 1091

1655 3310
1103 1103

1673 3346
1115 1115

1691 3382
1127 1127

1709 3418
1139 1139

1727 3454
1151 1151

1745 3490
1163 1163

1763 3526
1175 1175

1781 3562
1187 1187

1799 3598
1199 1199

1817 3634
1211 1211

1835 3670
1223 1223

1853 3706
1235 1235

1871 3742
1247 1247

1889 3778
1259 1259

1907 3814
1271 1271

1925 3850
1283 1283

1943 3886
1295 1295

1961 3922
1307 1307

1979 3958
1319 1319

1997 3994
1331 1331

